Date,Total_Sales,Transaction_Count,Avg_Transaction,Gross_Sales
2024-01-07,2508.32,10,250.83200000000002,3010.0
2024-01-08,1774.1799999999998,9,197.1311111111111,2129.0
2024-01-09,558.33,5,111.66600000000001,670.0
2024-01-10,633.34,7,90.47714285714287,760.0
2024-01-11,1435.4,15,95.69333333333334,1722.48
2024-01-12,1766.6799999999998,15,117.77866666666665,2120.0
2024-02-01,991.65,13,76.28076923076922,1190.0
2024-02-02,1583.33,15,105.55533333333332,1900.0
2024-02-03,3601.21,19,189.53736842105263,4321.49
2024-02-04,1115.83,8,139.47875,1338.99
2024-02-05,883.33,5,176.666,1060.0
2024-02-06,1837.49,13,141.3453846153846,2204.99
2024-02-07,904.17,7,129.16714285714286,1085.0
2024-02-08,1749.99,13,134.61461538461538,2099.99
2024-02-09,812.5,7,116.07142857142857,975.0
2024-02-10,1262.5,11,114.77272727272727,1514.99
2024-02-11,1033.33,10,103.333,1240.0
2024-02-12,3233.32,16,202.0825,3880.0
2024-03-01,1391.64,23,60.50608695652174,1670.0
2024-03-02,2254.15,20,112.70750000000001,2705.0
2024-03-03,1737.48,15,115.83200000000001,2084.99
2024-03-04,1219.99,12,101.66583333333334,1463.99
2024-03-05,1204.17,16,75.260625,1445.0
2024-03-06,1950.0,10,195.0,2340.0
2024-03-07,1266.66,11,115.1509090909091,1520.0
2024-03-08,1767.3,13,135.94615384615383,2120.75
2024-03-09,1737.52,10,173.752,2085.0
2024-03-10,612.5,7,87.5,735.0
2024-03-11,8591.67,17,505.39235294117645,10309.99
2024-03-12,4653.34,19,244.91263157894738,5584.0
2024-04-01,1209.98,23,52.60782608695652,1451.99
2024-04-02,2154.15,18,119.67500000000001,2584.99
2024-04-03,2471.68,15,164.77866666666665,2966.0
2024-04-04,1220.0,12,101.66666666666667,1430.0
2024-04-05,1808.32,15,120.55466666666666,2169.99
2024-04-06,1320.83,6,220.13833333333332,1585.0
2024-04-07,712.51,6,118.75166666666667,855.0
2024-04-08,895.84,7,127.97714285714287,1075.0
2024-04-09,1291.67,10,129.167,1550.0
2024-04-10,3470.84,12,289.2366666666667,4094.99
2024-04-11,8092.4400000000005,17,476.0258823529412,9710.89
2024-04-12,3756.67,26,144.4873076923077,4507.99
2024-05-01,1903.3,24,79.30416666666666,2283.99
2024-05-02,3129.16,12,260.7633333333333,3755.0
2024-05-03,2212.5,16,138.28125,2655.0
2024-05-04,775.0,5,155.0,930.0
2024-05-05,2315.82,12,192.985,2778.98
2024-05-06,1099.17,7,157.02428571428572,1319.0
2024-05-07,991.6600000000001,9,110.18444444444445,1190.0
2024-05-08,1645.25,13,126.5576923076923,1974.3
2024-05-09,2195.84,7,313.6914285714286,2635.0
2024-05-10,1767.53,14,126.25214285714286,2121.0
2024-05-11,2937.4900000000002,17,172.79352941176472,3524.99
2024-05-12,2204.18,23,95.83391304347825,2645.0
2024-06-01,2386.65,32,74.5828125,2864.0
2024-06-02,937.49,9,104.16555555555556,1124.99
2024-06-03,1083.32,10,108.332,1300.0
2024-06-04,2433.32,16,152.0825,2919.99
2024-06-05,2002.5,14,143.03571428571428,2403.0
2024-06-06,2031.25,10,203.125,2437.5
2024-06-07,1429.17,10,142.917,1715.0
2024-06-08,1462.51,10,146.251,1755.0
2024-06-09,1974.0,9,219.33333333333334,2368.8
2024-06-10,625.0,4,156.25,749.99
2024-06-11,3480.83,16,217.551875,4177.0
2024-06-12,6895.84,43,160.36837209302325,8275.0
2024-07-01,1174.98,16,73.43625,1410.0
2024-07-02,2262.4700000000003,18,125.69277777777779,2714.99
2024-07-03,2716.6600000000003,17,159.8035294117647,3260.0
2024-07-04,2625.01,13,201.92384615384617,3150.0
2024-07-05,1104.17,7,157.73857142857145,1325.0
2024-07-06,1484.16,10,148.416,1781.0
2024-07-07,1212.5,4,303.125,1455.0
2024-07-08,2716.67,13,208.9746153846154,3259.99
2024-07-09,995.01,9,110.55666666666667,1194.0
2024-07-10,1129.1799999999998,6,188.19666666666663,1355.0
2024-07-11,2362.49,14,168.7492857142857,2835.0
2024-07-12,6312.5,40,157.8125,7574.98
2024-08-01,1408.32,15,93.88799999999999,1689.99
2024-08-02,1628.33,17,95.78411764705882,1954.0
2024-08-03,1474.98,19,77.63052631578948,1770.0
2024-08-04,1308.33,10,130.833,1570.0
2024-08-05,1274.99,9,141.66555555555556,1530.0
2024-08-06,2053.33,10,205.333,2463.99
2024-08-07,1169.18,9,129.9088888888889,1403.0
2024-08-08,1962.52,15,130.83466666666666,2354.99
2024-08-09,1416.66,9,157.40666666666667,1700.0
2024-08-10,621.67,6,103.61166666666666,746.0
2024-08-11,4775.01,15,318.334,5730.0
2024-08-12,5974.95,19,314.4710526315789,7169.98
2024-09-01,1557.48,21,74.16571428571429,1869.0
2024-09-02,4204.139999999999,18,233.5633333333333,5044.99
2024-09-03,2820.81,29,97.26931034482759,3384.99
2024-09-04,1520.83,8,190.10375,1825.0
2024-09-05,1133.33,11,103.02999999999999,1360.0
2024-09-06,3919.16,8,489.895,4703.0
2024-09-07,2887.4900000000002,10,288.749,3464.99
2024-09-08,1720.83,6,286.805,2065.0
2024-09-09,1170.83,8,146.35375,1405.0
2024-09-10,1374.99,10,137.499,1649.99
2024-09-11,2885.4,12,240.45000000000002,3462.48
2024-09-12,2166.66,17,127.4505882352941,2600.0
2024-10-01,2550.8199999999997,15,170.05466666666663,3061.0
2024-10-02,2215.82,24,92.32583333333334,2659.0
2024-10-03,1408.32,11,128.0290909090909,1690.0
2024-10-04,1633.33,8,204.16625,1960.0
2024-10-05,1070.83,6,178.47166666666666,1285.0
2024-10-06,1352.08,6,225.34666666666666,1622.5
2024-10-07,2929.14,7,418.4485714285714,3514.96
2024-10-08,1545.84,16,96.615,1855.0
2024-10-09,2304.16,8,288.02,2765.0
2024-10-10,1515.8400000000001,11,137.80363636363637,1819.0
2024-10-11,1741.67,6,290.27833333333336,2090.0
2024-10-12,3916.67,21,186.50809523809525,4700.0
2024-11-01,758.31,10,75.83099999999999,910.0
2024-11-02,1941.6599999999999,14,138.69,2330.0
2024-11-03,1666.66,10,166.666,2000.0
2024-11-04,620.84,6,103.47333333333334,745.0
2024-11-05,1940.82,17,114.16588235294117,2328.99
2024-11-06,1054.17,6,175.69500000000002,1265.0
2024-11-07,1485.42,9,165.04666666666668,1782.49
2024-11-08,1808.33,10,180.833,2170.0
2024-11-09,3445.82,11,313.25636363636363,4135.0
2024-11-10,1020.8199999999999,8,127.60249999999999,1225.0
2024-11-11,2722.09,10,272.209,3266.5
2024-11-12,6311.65,34,185.63676470588234,7573.99
2024-12-01,1124.15,14,80.29642857142858,1348.98
2024-12-02,1435.42,16,89.71375,1722.5
2024-12-03,2174.16,13,167.2430769230769,2609.0
2024-12-04,1004.15,10,100.41499999999999,1205.0
2024-12-05,1408.31,12,117.35916666666667,1689.98
2024-12-06,391.67,4,97.9175,470.0
2024-12-07,941.65,7,134.52142857142857,1129.97
2024-12-08,1325.0,11,120.45454545454545,1589.99
2024-12-09,4191.67,11,381.0609090909091,5030.0
2024-12-10,1362.5,10,136.25,1635.0
2024-12-11,1562.49,7,223.21285714285713,1874.99
2024-12-12,3732.49,29,128.7065517241379,4478.98
2025-01-01,1115.84,9,123.98222222222222,1339.0
2025-01-02,2087.48,19,109.86736842105263,2504.98
2025-01-03,2774.9900000000002,21,132.14238095238096,3329.98
2025-01-04,1694.99,12,141.24916666666667,2033.99
2025-01-05,1232.53,11,112.04818181818182,1479.0
2025-01-06,1637.49,16,102.343125,1964.98
2025-01-07,2187.4900000000002,20,109.37450000000001,2624.98
2025-01-08,3556.23,23,154.61869565217393,4267.46
2025-01-09,2082.5,6,347.0833333333333,2498.99
2025-01-10,1066.6599999999999,6,177.77666666666664,1279.99
2025-01-11,2539.16,9,282.12888888888887,3047.0
2025-01-12,2828.34,12,235.69500000000002,3394.0
2025-02-01,1300.0,8,162.5,1560.0
2025-02-02,775.0,8,96.875,929.99
2025-02-03,1687.51,10,168.751,2024.99
2025-02-04,737.51,4,184.3775,885.0
2025-02-05,2386.67,20,119.3335,2863.98
2025-02-06,3075.0299999999997,22,139.7740909090909,3689.98
2025-02-07,1050.01,13,80.77,1259.99
2025-02-08,3687.48,26,141.82615384615386,4424.95
2025-02-09,4765.799999999999,10,476.5799999999999,5718.98
2025-02-10,637.48,6,106.24666666666667,764.98
2025-02-11,1965.8,15,131.05333333333334,2358.95
2025-02-12,1474.17,12,122.84750000000001,1769.0
2025-03-01,1340.0,15,89.33333333333333,1607.98
2025-03-02,1499.98,13,115.38307692307693,1799.96
2025-03-03,1249.98,7,178.56857142857143,1499.96
2025-03-04,2087.48,13,160.57538461538462,2504.98
2025-03-05,1904.15,19,100.21842105263158,2284.95
2025-03-06,3004.1699999999996,25,120.16679999999998,3604.95
2025-03-07,1624.18,12,135.34833333333333,1949.0
2025-03-08,1487.52,15,99.16799999999999,1784.98
2025-03-09,1624.98,11,147.72545454545454,1949.99
2025-03-10,1375.0,7,196.42857142857142,1649.99
2025-03-11,2658.33,7,379.76142857142855,3189.99
2025-03-12,6095.01,20,304.7505,7313.99
2025-04-01,1279.17,14,91.36928571428572,1535.0
2025-04-02,924.99,7,132.14142857142858,1109.98
2025-04-03,632.48,9,70.27555555555556,758.99
2025-04-04,1941.6399999999999,15,129.44266666666667,2329.98
2025-04-05,441.67,5,88.334,529.99
2025-04-06,2008.3600000000001,16,125.52250000000001,2410.0
2025-04-07,1079.16,9,119.90666666666668,1294.97
2025-04-08,1470.0,9,163.33333333333334,1763.99
2025-04-09,919.97,8,114.99625,1103.98
2025-04-10,2129.15,11,193.5590909090909,2554.9700000000003
2025-04-11,808.3,7,115.47142857142856,969.95
2025-04-12,1470.8,17,86.51764705882353,1764.94
2025-05-01,500.0,6,83.33333333333333,600.0
2025-05-02,633.33,6,105.555,759.99
2025-05-03,1043.75,13,80.28846153846153,1252.49
2025-05-04,1832.48,13,140.96,2198.95
2025-05-05,1891.6599999999999,16,118.22874999999999,2269.98
2025-05-06,958.3299999999999,12,79.86083333333333,1149.97
2025-05-07,1625.0,18,90.27777777777777,1949.97
2025-05-08,749.96,8,93.745,899.94
2025-05-09,2124.98,14,151.78428571428572,2550.0
2025-05-10,1967.5,11,178.86363636363637,2360.98
2025-05-11,3487.51,7,498.21571428571434,4185.0
2025-05-12,4766.64,21,226.98285714285717,5719.98
2025-06-01,2599.9900000000002,14,185.71357142857144,3119.98
2025-06-02,2270.8399999999997,17,133.57882352941175,2724.97
2025-06-03,383.33,4,95.8325,460.0
2025-06-04,1848.32,13,142.17846153846153,2217.99
2025-06-05,1345.84,14,96.13142857142857,1614.98
2025-06-06,1200.0,11,109.0909090909091,1439.98
2025-06-07,1333.3400000000001,10,133.334,1599.98
2025-06-08,2624.99,19,138.1573684210526,3149.99
2025-06-09,1266.6399999999999,11,115.1490909090909,1519.97
2025-06-10,2524.97,11,229.54272727272726,3029.96
2025-06-11,1829.14,12,152.42833333333334,2194.98
2025-06-12,2333.33,27,86.41962962962963,2799.96
2025-07-01,847.49,9,94.16555555555556,1017.0
2025-07-02,812.49,11,73.86272727272727,974.98
2025-07-03,995.81,11,90.5281818181818,1194.96
2025-07-04,566.6800000000001,9,62.96444444444445,680.0
2025-07-05,1345.84,10,134.584,1615.0
2025-07-06,1970.84,19,103.72842105263157,2364.96
2025-07-07,904.16,8,113.02,1084.97
2025-07-08,1666.6499999999999,12,138.8875,1999.97
2025-07-09,4962.49,8,620.31125,5954.99
2025-07-10,4149.99,10,414.99899999999997,4979.98
2025-07-11,1516.65,11,137.87727272727273,1819.99
2025-07-12,2687.5,16,167.96875,3224.98
2025-08-01,1432.51,11,130.2281818181818,1719.0
2025-08-02,1800.0,13,138.46153846153845,2159.99
2025-08-03,1768.74,18,98.26333333333334,2122.49
2025-08-04,1866.68,8,233.335,2240.0
2025-08-05,1212.49,11,110.22636363636364,1454.98
2025-08-06,1608.34,12,134.02833333333334,1929.97
2025-08-07,1862.49,12,155.2075,2234.9700000000003
2025-08-08,620.84,7,88.69142857142857,745.0
2025-08-09,2449.95,7,349.99285714285713,2939.94
2025-08-10,2349.98,10,234.998,2819.96
2025-08-11,2816.64,28,100.5942857142857,3379.91
2025-08-12,3406.65,17,200.39117647058825,4087.98
2025-09-01,2666.67,9,296.2966666666667,3200.0
2025-09-02,941.65,8,117.70625,1129.98
2025-09-03,1939.58,12,161.63166666666666,2327.49
2025-09-04,1546.6899999999998,12,128.89083333333332,1856.0
2025-09-05,1054.15,9,117.1277777777778,1264.97
2025-09-06,2987.5,16,186.71875,3584.98
2025-09-07,939.5899999999999,7,134.22714285714284,1127.5
2025-09-08,1674.1599999999999,18,93.00888888888888,2008.97
2025-09-09,3078.2999999999997,11,279.8454545454545,3693.9700000000003
2025-09-10,1949.15,11,177.19545454545457,2338.98
2025-09-11,1616.72,20,80.836,1939.99
2025-09-12,2958.35,25,118.334,3549.99
2025-10-01,3816.66,12,318.055,4580.0
2025-10-02,940.8199999999999,8,117.60249999999999,1128.97
2025-10-03,1470.0100000000002,7,210.0014285714286,1764.0
2025-10-04,545.85,7,77.97857142857143,655.0
2025-10-05,1620.81,16,101.300625,1944.95
2025-10-06,4116.67,13,316.66692307692307,4940.0
2025-10-07,737.51,8,92.18875,884.99
2025-10-08,1479.17,14,105.655,1774.98
2025-10-09,1286.67,9,142.96333333333334,1544.0
2025-10-10,2291.66,7,327.38,2749.9700000000003
2025-10-11,2332.5099999999998,10,233.25099999999998,2798.99
2025-10-12,3495.82,28,124.85071428571429,4194.96
2025-11-01,2987.4900000000002,15,199.16600000000003,3584.99
2025-11-02,1334.15,6,222.35833333333335,1600.98
2025-11-03,1324.99,10,132.499,1590.0
2025-11-04,1029.16,9,114.35111111111112,1235.0
2025-11-05,1270.85,14,90.77499999999999,1524.99
2025-11-06,916.69,11,83.33545454545455,1100.0
2025-11-07,3616.67,13,278.2053846153846,4339.99
2025-11-08,936.66,12,78.05499999999999,1123.98
2025-11-09,2765.82,10,276.582,3318.99
2025-11-10,1390.85,8,173.85625,1668.99
2025-11-11,2687.49,16,167.968125,3225.0
2025-11-12,9866.67,29,340.23,11839.939999999999
2025-12-01,716.67,5,143.334,860.0
2025-12-02,3525.0,14,251.78571428571428,4229.99
2025-12-03,1883.33,12,156.94416666666666,2259.98
2025-12-04,1679.17,11,152.6518181818182,2014.99
2025-12-05,1836.67,11,166.97,2203.99
2025-12-06,5987.51,12,498.9591666666667,7184.98
2025-12-07,1170.85,14,83.63214285714285,1404.99
2025-12-08,4212.51,14,300.8935714285714,5054.99
2025-12-09,3908.3199999999997,7,558.3314285714285,4689.98
2025-12-10,1341.65,10,134.16500000000002,1609.95
2025-12-11,2283.3399999999997,4,570.8349999999999,2740.0
2025-12-12,2512.49,21,119.64238095238095,3014.98
